I,Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,RoHS,Lifecycle,Product Detail,IP Rating,Product,Contact Gender,Termination Style,UID
4753,649-UTGX014D5P,UTGX014D5P,Souriau,https://www.mouser.com/datasheet/2/379/utgx0001ac-1955139.pdf,19  In Stock,$28.31,RoHS Compliant,,https://www.mouser.com/ProductDetail/Souriau/UTGX014D5P?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6n9MnCwprE5dXnsxBBdN1Ibg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=UTGX014D5P&utm_content=Souriau,"IP65, IP67, IP69K",Receptacles,Pin (Male),Solder,517
4777,167-PXA911/03/S,PXA911/03/S,Bulgin,https://www.mouser.com/datasheet/2/57/bulgin_bulg-s-a0000005942-1-1733824.pdf,63  In Stock,$47.70,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bulgin/PXA911-03-S?qs=sGAEpiMZZMvwyOPDUMfDH2N2IXgXDR8CxXdkwG9rNac%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PXA911%2F03%2FS&utm_content=Bulgin,IP68,Connectors,Socket (Female),Screw,457
4800,394-K1YARPD8WCD0000L,GK1YAR-PD8WCD0-000L,ODU,,Non-Stocked Lead-Time 7 Weeks,$128.50,RoHS Compliant,,https://www.mouser.com/ProductDetail/ODU/GK1YAR-PD8WCD0-000L?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6nrUUSAa%252BM2nvMC41%2FlWS%2FTA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GK1YAR-PD8WCD0-000L&utm_content=ODU,"IP6K8, IP6K9K",Connectors,Socket (Female),Solder,226
4827,523-RC07NTV15,RC07NTV15,Amphenol Socapex,https://www.amphenol-socapex.com/en/products/connectors/accessories/rubber-caps,11  In Stock,$25.62,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Socapex/RC07NTV15?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4HljEj7dJb6%2Fk1q%252Bxl8vBaA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RC07NTV15&utm_content=Amphenol-Socapex,IP67,Accessories,-,-,385
4830,649-JBXPC2G19MWSDSMR,JBXPC2G19MWSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$60.71,,,https://www.mouser.com/ProductDetail/Souriau/JBXPC2G19MWSDSMR?qs=sGAEpiMZZMvwyOPDUMfDHzVKiy4GiXF%2F9tpJePJIoQs%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXPC2G19MWSDSMR&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
4832,649-JBXEA2G12MWSDS,JBXEA2G12MWSDS,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$43.15,,,https://www.mouser.com/ProductDetail/Souriau/JBXEA2G12MWSDS?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOu4owDPfL3vM%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXEA2G12MWSDS&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
4837,523-CAP-DLBFQME3,CAP-DLBFQME3,Amphenol LTW,,Non-Stocked Lead-Time 8 Weeks,$16.06,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-LTW/CAP-DLBFQME3?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6n%2Fz0c67lNDUyhDyYD%252BObWJQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=CAP-DLBFQME3&utm_content=Amphenol-LTW,IP50,Accessories,-,-,226
4839,654-LPT02SE124P023LC,LPT02SE-12-4P(023)(LC),Amphenol Industrial,https://www.mouser.com/datasheet/2/18/1/IDS-97_LPT-1315098.pdf,Non-Stocked,$11.24,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Industrial/LPT02SE-12-4P023LC?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo42pv9A3xCE1oBt9DRHFqLmQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LPT02SE-12-4P%28023%29%28LC%29&utm_content=Amphenol-Industrial,IP67,Connectors,Without Pin Contacts,-,145
4843,649-JBXEA0KITG,JBXEA0KITG,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$15.17,,,https://www.mouser.com/ProductDetail/Souriau/JBXEA0KITG?qs=sGAEpiMZZMvwyOPDUMfDHzVKiy4GiXF%2F0yU2X4eBrwA%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXEA0KITG&utm_content=Souriau,IP40,Connectors,-,-,115
4845,654-LPT02SE124P027LC,LPT02SE-12-4P(027)(LC),Amphenol Industrial,https://www.mouser.com/datasheet/2/18/1/IDS-97_LPT-1315098.pdf,Non-Stocked,$8.35,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Industrial/LPT02SE-12-4P027LC?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4vZF%252B2C%252BU5RJ9xLU%252Bgf89SA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LPT02SE-12-4P%28027%29%28LC%29&utm_content=Amphenol-Industrial,IP67,Connectors,Without Pin Contacts,-,145
4848,649-JBXER3G22MWSDSR,JBXER3G22MWSDSR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$67.48,,,https://www.mouser.com/ProductDetail/Souriau/JBXER3G22MWSDSR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugO%2FBWHjkjScDM%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXER3G22MWSDSR&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
4849,649-JBXPC3G22MWSDSMR,JBXPC3G22MWSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$73.74,,,https://www.mouser.com/ProductDetail/Souriau/JBXPC3G22MWSDSMR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOPuZZDniLQDg%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXPC3G22MWSDSMR&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
4850,649-JBXFC0G06MSSDPMR,JBXFC0G06MSSDPMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$37.76,,,https://www.mouser.com/ProductDetail/Souriau/JBXFC0G06MSSDPMR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOc%252B%252BOeYcjAb8%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFC0G06MSSDPMR&utm_content=Souriau,IP40,Connectors,Socket (Female),Crimp,115
4851,649-JBXEA2J03MCSDS,JBXEA2J03MCSDS,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$36.60,,,https://www.mouser.com/ProductDetail/Souriau/JBXEA2J03MCSDS?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugO3LgHKBmPp3A%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXEA2J03MCSDS&utm_content=Souriau,IP40,Connectors,Pin (Male),Crimp,115
4852,649-JBXEA2J07MCSDS,JBXEA2J07MCSDS,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$37.82,,,https://www.mouser.com/ProductDetail/Souriau/JBXEA2J07MCSDS?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOWuVKOJ8dDYE%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXEA2J07MCSDS&utm_content=Souriau,IP40,Connectors,Pin (Male),Crimp,115
4868,394-33K0CP07NSN00000,G33K0C-P07NSN0-0000,ODU,https://www.mouser.com/datasheet/2/941/ODU_MINI_SNAP_Push_Pull_Circular_Connectors_Series-2448825.pdf,Non-Stocked,$113.60,RoHS Compliant,,https://www.mouser.com/ProductDetail/ODU/G33K0C-P07NSN0-0000?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6nG%252BjA4MpLj%2FlHBrEUSlX48A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G33K0C-P07NSN0-0000&utm_content=ODU,IP68,,Socket (Female),Crimp,530
4875,654-LPT06SE128S027LC,LPT06SE-12-8S(027)(LC),Amphenol Industrial,https://www.mouser.com/datasheet/2/18/1/IDS-97_LPT-1315098.pdf,Non-Stocked,$12.95,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Industrial/LPT06SE-12-8S027LC?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4srhD6Uc4iNvcVmGTLojvQQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LPT06SE-12-8S%28027%29%28LC%29&utm_content=Amphenol-Industrial,IP67,Connectors,Without Socket Contacts,-,145
4876,798-JR21WCCA-1431,JR21WCCA-14(31),Hirose Connector,https://www.mouser.com/datasheet/2/185/JR21WCCA_14_31__CL0114_2085_5_31_2DDrawing_0001291-1618662.pdf,Non-Stocked,$11.16,RoHS Compliant,,https://www.mouser.com/ProductDetail/Hirose-Connector/JR21WCCA-1431?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4BHYv4TW14y2dGfVFtfJnGw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JR21WCCA-14%2831%29&utm_content=Hirose-Connector,IP68,Accessories,-,-,486
4877,654-RT0W61210PNHECR,RT0W61210PNHECR,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT0W61210PNHECR.pdf,Non-Stocked Lead-Time 15 Weeks,$25.78,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT0W61210PNHECR?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6X0wxloSrUdj70KNvB9BZ3g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT0W61210PNHECR&utm_content=Amphenol-SINE-Systems,IP67,Connectors,Pin (Male),-,487
4878,523-RTS714N8P,RTS714N8P,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS714N8P.pdf,Non-Stocked,$10.42,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS714N8P?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4nIDmPau1aSM%252BcC2rcf3OHQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS714N8P&utm_content=Amphenol-SINE-Systems,IP67,Connectors,Without Pin Contacts,-,488
4879,651-1419570,1419570,Phoenix Contact,https://www.mouser.com/datasheet/2/324/3/1419570-1411058.pdf,Non-Stocked Lead-Time 13 Weeks,$4.60,RoHS Compliant,,https://www.mouser.com/ProductDetail/Phoenix-Contact/1419570?qs=sGAEpiMZZMvwyOPDUMfDHz0oyB8Rb9pGpXCLaRwWNLQhVOnHOvf8HA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=1419570&utm_content=Phoenix-Contact,IP67,Accessories,,-,489
4880,654-RT0W71210SNH03,RT0W71210SNH03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT0W71210SNH03.pdf,Non-Stocked Lead-Time 15 Weeks,$14.77,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT0W71210SNH03?qs=sGAEpiMZZMvwyOPDUMfDH%2FVx33h3Mt7ZAqxf%252BQtSOeyhvV2JtSg%2FAw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT0W71210SNH03&utm_content=Amphenol-SINE-Systems,IP67,Connectors,Socket (Female),-,383
4881,654-RT0W71626SNH03,RT0W71626SNH03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT0W71626SNH03.pdf,Non-Stocked Lead-Time 15 Weeks,$16.48,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT0W71626SNH03?qs=sGAEpiMZZMvwyOPDUMfDH%2FVx33h3Mt7ZjLCEvp2dJE5K1KyP%2F8tLRg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT0W71626SNH03&utm_content=Amphenol-SINE-Systems,IP67,Connectors,Socket (Female),-,384
4882,649-JBXFD3G22MWSDSR,JBXFD3G22MWSDSR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$71.87,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD3G22MWSDSR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugONi1%2FppNKWmM%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD3G22MWSDSR&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
4883,649-JBXPC2G12MWSDSMR,JBXPC2G12MWSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$49.41,,,https://www.mouser.com/ProductDetail/Souriau/JBXPC2G12MWSDSMR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOuC33TlLTh6A%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXPC2G12MWSDSMR&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
4884,649-UTG14ST,UTG14ST,Souriau,https://www.mouser.com/datasheet/2/379/UTFD-1203907.pdf,53  In Stock,$14.00,RoHS Compliant,,https://www.mouser.com/ProductDetail/Souriau/UTG14ST?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugO6IjHbb%252BjKzA%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=UTG14ST&utm_content=Souriau,IP65,Accessories,-,-,103
4885,523-RC07NPT18,RC07NPT18,Amphenol Socapex,https://www.amphenol-socapex.com/en/products/connectors/accessories/rubber-caps,91  In Stock,$12.27,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Socapex/RC07NPT18?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo41WHYfK8aJfZTF1BzMvcYXA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RC07NPT18&utm_content=Amphenol-Socapex,IP67,Accessories,-,-,385
4886,523-RC07NTV19,RC07NTV19,Amphenol Socapex,https://www.amphenol-socapex.com/en/products/connectors/accessories/rubber-caps,41  In Stock,$27.08,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Socapex/RC07NTV19?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4%252B%252BtGrnIre%2FYJLE6GoBZ2%252BQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RC07NTV19&utm_content=Amphenol-Socapex,IP67,Accessories,-,-,385
4887,798-JR13WCC-531,JR13WCC-5(31),Hirose Connector,https://www.mouser.com/datasheet/2/185/JR13WCC_5_31__CL0114_2046_3_31_2DDrawing_000129097-1618630.pdf,33  In Stock,$12.35,RoHS Compliant,,https://www.mouser.com/ProductDetail/Hirose-Connector/JR13WCC-531?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4iRq6c2MhnSZdxqZyNG11DA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JR13WCC-5%2831%29&utm_content=Hirose-Connector,IP68,Accessories,-,-,386
4888,538-1202480055,1202480055,Molex,https://www.mouser.com/datasheet/2/276/1/1202480055_sd-1539232.pdf,Non-Stocked,$123.25,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/Molex/1202480055?qs=sGAEpiMZZMvwyOPDUMfDHxzvQ7zp4%252BMydAl7cOGVVgxBMBdfc%252Bt0ZQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=1202480055&utm_content=Molex,IP67,,Pin (Male),-,387
4889,654-LPT02SE1210P072L,LPT02SE-12-10P(072)(LC),Amphenol Industrial,https://www.mouser.com/datasheet/2/18/1/IDS-97_LPT-1315098.pdf,139  In Stock,$7.85,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Industrial/LPT02SE-12-10P072LC?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4w7ybu89BSY96EMWUm%252Bojrw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LPT02SE-12-10P%28072%29%28LC%29&utm_content=Amphenol-Industrial,IP67,Connectors,Without Pin Contacts,-,145
4890,523-HPC-B-001,HPC-B-001,Amphenol LTW,https://www.mouser.com/datasheet/2/18/ALTW_NMEA2000connectors-1288093.pdf,7  In Stock,$82.30,,,https://www.mouser.com/ProductDetail/Amphenol-LTW/HPC-B-001?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo45h2FXK3ZvCQRU5FP9i876g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HPC-B-001&utm_content=Amphenol-LTW,IP68,Connector Kits,-,-,388
4891,649-JBXPC0G07FE306J2,JBXPC0G07FE306J2,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$11.83,,,https://www.mouser.com/ProductDetail/Souriau/JBXPC0G07FE306J2?qs=sGAEpiMZZMvwyOPDUMfDHzVKiy4GiXF%2F48Wra3G5v9A%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXPC0G07FE306J2&utm_content=Souriau,IP40,Connectors,Socket (Female),-,115
4892,654-RTHP6161SNH35S2,RTHP6161SNH35S2,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTHP6161SNH35-S2.pdf,Non-Stocked Lead-Time 15 Weeks,$57.59,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTHP6161SNH35S2?qs=sGAEpiMZZMvwyOPDUMfDH6gohQ6UyzZkbeA2jajFumc%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTHP6161SNH35S2&utm_content=Amphenol-SINE-Systems,IP67,Connectors,Socket (Female),-,389
4893,654-RT00164SNH,RT00164SNH,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT00164SNH.pdf,229  In Stock,$14.32,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT00164SNH?qs=sGAEpiMZZMvwyOPDUMfDH6gohQ6UyzZk8JQ4s6OUmkg%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT00164SNH&utm_content=Amphenol-SINE-Systems,IP67,Connectors,Socket (Female),-,390
4894,649-JBXEA1G08MWSDS,JBXEA1G08MWSDS,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$32.09,,,https://www.mouser.com/ProductDetail/Souriau/JBXEA1G08MWSDS?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugO6wh7S5lVJtY%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXEA1G08MWSDS&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
4895,649-JBXEA2G16FWSDS,JBXEA2G16FWSDS,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$61.50,,,https://www.mouser.com/ProductDetail/Souriau/JBXEA2G16FWSDS?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOgyDBykNEpJw%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXEA2G16FWSDS&utm_content=Souriau,IP40,Connectors,Socket (Female),-,115
4896,649-JBXER0G04MWSDSR,JBXER0G04MWSDSR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$20.90,,,https://www.mouser.com/ProductDetail/Souriau/JBXER0G04MWSDSR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOKhu0UNM8LpA%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXER0G04MWSDSR&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
4897,798-LF13WBRC,LF13WBR-C,Hirose Connector,https://www.mouser.com/datasheet/2/185/LF13WBR_C_CL0136_3003_3_00_2DDrawing_0000964108-1618789.pdf,758  In Stock,$26.68,RoHS Compliant,,https://www.mouser.com/ProductDetail/Hirose-Connector/LF13WBR-C?qs=sGAEpiMZZMvwyOPDUMfDH9pvKXlwwMXWaAa2tVwfmIM%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LF13WBR-C&utm_content=Hirose-Connector,IP68,Accessories,-,-,391
4898,649-JBXFD1G07MWSDSMR,JBXFD1G07MWSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$37.56,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD1G07MWSDSMR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOBoywj67g7To%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD1G07MWSDSMR&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
4899,649-JBXPC2G12FWSDSR,JBXPC2G12FWSDSR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$58.32,,,https://www.mouser.com/ProductDetail/Souriau/JBXPC2G12FWSDSR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOTFKvL3GTx28%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXPC2G12FWSDSR&utm_content=Souriau,IP40,Connectors,Socket (Female),-,115
4902,394-K11LACP07LFG0720,K11LAC-P07LFG0-7200,ODU,https://www.mouser.com/datasheet/2/941/MINI_SNAP_K_SERIES_G31K0C_P04LJG0_0000-1589014.pdf,Non-Stocked Lead-Time 11 Weeks,$53.43,,,https://www.mouser.com/ProductDetail/ODU/K11LAC-P07LFG0-7200?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4IDfMXNcZX7mUr2ckAwC3xQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=K11LAC-P07LFG0-7200&utm_content=ODU,IP50,Connectors,Socket (Female),Solder,531
4920,394-S11K0CP10MCC0250,S11K0C-P10MCC0-2500,ODU,https://www.mouser.com/datasheet/2/941/ODU_MINI_SNAP_Push_Pull_Circular_Connectors_Series-2448825.pdf,Non-Stocked,$57.48,,,https://www.mouser.com/ProductDetail/ODU/S11K0C-P10MCC0-2500?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4uPFUrzhpOJLhYsMR%252BSUpag%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=S11K0C-P10MCC0-2500&utm_content=ODU,IP68,Connectors,Pin (Male),Solder,530
4921,394-S11KACP06MFG0350,S11KAC-P06MFG0-3500,ODU,https://www.mouser.com/datasheet/2/941/ODU_MINI_SNAP_Push_Pull_Circular_Connectors_Series-2448825.pdf,Non-Stocked,$51.00,RoHS Compliant,,https://www.mouser.com/ProductDetail/ODU/S11KAC-P06MFG0-3500?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo48UegJO7mCjmyo7X1%2FqZ5wQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=S11KAC-P06MFG0-3500&utm_content=ODU,IP68,Connectors,Pin (Male),Solder,530
4922,394-S11KACP10MCC0550,S11KAC-P10MCC0-5500,ODU,https://www.mouser.com/datasheet/2/941/ODU_MINI_SNAP_Push_Pull_Circular_Connectors_Series-2448825.pdf,Non-Stocked,$58.44,RoHS Compliant,,https://www.mouser.com/ProductDetail/ODU/S11KAC-P10MCC0-5500?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4EUFVELf9%252BEXYElCVK1XbOQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=S11KAC-P10MCC0-5500&utm_content=ODU,IP68,Connectors,Pin (Male),Solder,530
4924,394-S11KACP14MCC0350,S11KAC-P14MCC0-3500,ODU,https://www.mouser.com/datasheet/2/941/ODU_MINI_SNAP_Push_Pull_Circular_Connectors_Series-2448825.pdf,Non-Stocked,$65.90,RoHS Compliant,,https://www.mouser.com/ProductDetail/ODU/S11KAC-P14MCC0-3500?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4dVqGVEEJ%252BFUePIgUuPg5fQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=S11KAC-P14MCC0-3500&utm_content=ODU,IP68,Connectors,Pin (Male),Solder,530
4925,523-T3303-000,T 3303 000,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/T3303000.pdf,"1,647  In Stock",$8.58,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/T-3303-000?qs=sGAEpiMZZMvwyOPDUMfDH0lXB3%252BfU%2FRNcixbVLU%252BU1c%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=T%203303%20000&utm_content=Amphenol-Tuchel,IP40,Connectors,Socket (Female),Crimp / Solder,18
4926,654-RTS016N26S03,RTS016N26S03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS016N26S03.pdf,"1,071  In Stock",$11.33,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS016N26S03?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4L%252BQEukculMI%252BYSBg92b8%2Fw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS016N26S03&utm_content=Amphenol-SINE-Systems,IP67,Connectors,Without Socket Contacts,Crimp,19
4927,538-120091-0001,120091-0001,Molex,https://www.molex.com/content/dam/molex/molex-dot-com/products/automated/en-us/salesdrawingpdf/120/120091/1200910001_sd.pdf,104  In Stock,$28.52,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/Molex/120091-0001?qs=sGAEpiMZZMvwyOPDUMfDH4q%2Ft4jcW%2FfQFyfGPo%252BVynQ%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=120091-0001&utm_content=Molex,IP67,Connectors,Socket (Female),Solder,20
4928,654-MA1CAE1200,MA1CAE1200,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/MA1CAE1200.pdf,388  In Stock,$13.54,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/MA1CAE1200?qs=sGAEpiMZZMvwyOPDUMfDH7sigmb%252BLIuxSAT4YSM%2F12c%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=MA1CAE1200&utm_content=Amphenol-SINE-Systems,IP67,Couplers,Without Pin or Socket Contacts,Crimp,21
4929,571-T4073014041-001,T4073014041-001,TE Connectivity,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T40730140X100X&DocType=Customer+Drawing&DocLang=English&PartCntxt=T4073014041-001&DocFormat=pdf,"4,148  In Stock",$10.19,RoHS Compliant By Exemption,,https://www.mouser.com/ProductDetail/TE-Connectivity/T4073014041-001?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4B559Ji0Cgq6dCtR8ErtTeA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=T4073014041-001&utm_content=TE-Connectivity,IP67,Connectors,Socket (Female),Wire,22
