I,Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,RoHS,Lifecycle,Product Detail,IP Rating,Product,Contact Gender,Termination Style,UID
3245,651-1629109,1629109,Phoenix Contact,,9  In Stock,$20.95,,,https://www.mouser.com/ProductDetail/Phoenix-Contact/1629109?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6itBKP4ZLQ6kZ%2F1jv%2Fp9FaA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=1629109&utm_content=Phoenix-Contact,IP68,Connectors,Socket (Female),Crimp,226
3249,651-1628834,1628834,Phoenix Contact,,15  In Stock,$14.85,,,https://www.mouser.com/ProductDetail/Phoenix-Contact/1628834?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6LzENxpuHP1CF4DDSX%2Fy7PQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=1628834&utm_content=Phoenix-Contact,IP68,Connectors,Socket (Female),Crimp,226
3252,235-VG95234M28A63PNJ,VG95234M-28A63PNJ,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_J_Plating_05_2021__1_-2999839.pdf,9  In Stock,$221.48,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG95234M-28A63PNJ?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6nFsqQoyCFkS3nw3trw3c5w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG95234M-28A63PNJ&utm_content=Amphenol-Air-LB-Germany,,Plugs,Pin (Male),Crimp,68
3256,654-RT00147PNH-K,RT00147PNH-K,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT00147PNH-K.pdf,42  In Stock,$17.23,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT00147PNH-K?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6DEzWrnC%252B%252BZusd0M2evCSCQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT00147PNH-K&utm_content=Amphenol-SINE-Systems,IP67,Connector Kits,Pin (Male),Cable,292
3260,523-CAPLOCK23WR,CAPLOCK23WR,Amphenol Socapex,https://www.mouser.com/datasheet/2/18/1/Amphenol_5_4_2022_CAP_LOCK_xx_WR____191_PLC_1071_0-2942408.pdf,5  In Stock,$73.84,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Socapex/CAPLOCK23WR?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6o3OZEW7%252BTD1EatV4EFPTWQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=CAPLOCK23WR&utm_content=Amphenol-Socapex,,Protective Caps,,,347
3262,523-C09111G0060095U,C091 11G006 009 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09111G0060095U.pdf,100  In Stock,$6.28,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-11G006-009-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6OyFIPvF4IvflUTT%252Bu%252BsYOA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2011G006%20009%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Socket (Female),Crimp,424
3264,523-C09131G1141005U,C091 31G114 100 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131G1141005U.pdf,100  In Stock,$16.17,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31G114-100-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6skMIFA%2FKZJotVq0TYDZx%252BQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031G114%20100%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Socket (Female),Crimp,425
3268,523-CAPLOCK21WR,CAPLOCK21WR,Amphenol Socapex,https://www.mouser.com/datasheet/2/18/1/Amphenol_5_4_2022_CAP_LOCK_xx_WR____191_PLC_1071_0-2942408.pdf,5  In Stock,$69.36,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Socapex/CAPLOCK21WR?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6uhcFAT47agOKR7zQ7EhF7A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=CAPLOCK21WR&utm_content=Amphenol-Socapex,,Protective Caps,,,347
3279,235-5440MDA209M,5440MDA209M,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_ECTA_544-1893432.pdf,7  In Stock,$28.17,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/5440MDA209M?qs=sGAEpiMZZMvwyOPDUMfDH5ReICh4qC7TJOl2CP0qpME%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=5440MDA209M&utm_content=Amphenol-Air-LB-Germany,IP67,Connectors,Pin (Male),Solder,127
3290,235-5440E212M,5440E212M,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_ECTA_544-1893432.pdf,22  In Stock,$19.75,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/5440E212M?qs=sGAEpiMZZMvwyOPDUMfDH5ReICh4qC7TfGt0M%252Bo%252Bms0%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=5440E212M&utm_content=Amphenol-Air-LB-Germany,IP67,Connectors,Pin (Male),Solder,127
3294,523-M12A05BMMASL8001,M12A-05BMMA-SL8001,Amphenol LTW,https://www.mouser.com/datasheet/2/18/M_Sensor_connectors-1820304.pdf,"1,434  In Stock",$8.92,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-LTW/M12A-05BMMA-SL8001?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6nJjA%2FHNYRS%2FVk%2FtYtMs8trQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=M12A-05BMMA-SL8001&utm_content=Amphenol-LTW,IP68,Connectors,Pin (Male),Solder,337
3295,654-RT0W01210PNHEC3R,RT0W01210PNHEC03R,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT0W61210PNHECR.pdf,97  In Stock,$21.57,RoHS Compliant,New At Mouser,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT0W01210PNHEC03R?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6QhjdjAhRdlt%252BDC0KRsD5NA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT0W01210PNHEC03R&utm_content=Amphenol-SINE-Systems,IP67,Connectors,,,487
3311,502-SF7281-6PG-3ES,SF7281-6PG-3ES,Conxall / Switchcraft,https://www.switchcraft.com/ProductSummary.aspx?Parent=866,23  In Stock,$24.72,RoHS Compliant,,https://www.mouser.com/ProductDetail/Conxall-Switchcraft/SF7281-6PG-3ES?qs=sGAEpiMZZMvwyOPDUMfDH6a4LoqUXtFYXTbq7C%2FQ3Ec%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF7281-6PG-3ES&utm_content=Conxall-%2F-Switchcraft,"IP66, IP68",Connectors,Pin (Male),Solder,419
3312,502-SF7281-8PG-3ES,SF7281-8PG-3ES,Conxall / Switchcraft,https://www.switchcraft.com/ProductSummary.aspx?Parent=866,42  In Stock,$27.31,RoHS Compliant,,https://www.mouser.com/ProductDetail/Conxall-Switchcraft/SF7281-8PG-3ES?qs=sGAEpiMZZMvwyOPDUMfDH6a4LoqUXtFYUWgWVUtb%2FlA%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF7281-8PG-3ES&utm_content=Conxall-%2F-Switchcraft,"IP66, IP68",Connectors,Pin (Male),Solder,419
3313,502-SF7281-4SG-3ES,SF7281-4SG-3ES,Conxall / Switchcraft,https://www.switchcraft.com/ProductSummary.aspx?Parent=866,6  In Stock,$22.96,RoHS Compliant,,https://www.mouser.com/ProductDetail/Conxall-Switchcraft/SF7281-4SG-3ES?qs=sGAEpiMZZMvwyOPDUMfDH6a4LoqUXtFYtjjWBDyRlQU%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF7281-4SG-3ES&utm_content=Conxall-%2F-Switchcraft,"IP66, IP68",Connectors,Socket (Female),Solder,419
3314,502-SF3282-4PG-540,SF3282-4PG-540,Conxall / Switchcraft,https://www.mouser.com/datasheet/2/393/SF3282_XPG_5XX_CD_REV0A-1902888.pdf,3  In Stock,$41.73,RoHS Compliant,,https://www.mouser.com/ProductDetail/Conxall-Switchcraft/SF3282-4PG-540?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6nx5UKlenEHzsZWK2gh4jf3A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF3282-4PG-540&utm_content=Conxall-%2F-Switchcraft,"IP66, IP68",Connector Assemblies,Pin (Male),Solder,514
3318,502-SF328212ESG540,SF3282-12ESG-540,Conxall / Switchcraft,https://www.mouser.com/datasheet/2/393/conxall_catalog-488.pdf,2  In Stock,$77.13,RoHS Compliant,,https://www.mouser.com/ProductDetail/Conxall-Switchcraft/SF3282-12ESG-540?qs=sGAEpiMZZMvwyOPDUMfDH%2FiiZvJltGPpMsiGVPbLv40%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF3282-12ESG-540&utm_content=Conxall-%2F-Switchcraft,"IP66, IP68",Connector Assemblies,Socket (Female),Solder,418
3320,502-SF7281-4PG-3ES,SF7281-4PG-3ES,Conxall / Switchcraft,https://www.switchcraft.com/ProductSummary.aspx?Parent=866,13  In Stock,$27.60,RoHS Compliant,,https://www.mouser.com/ProductDetail/Conxall-Switchcraft/SF7281-4PG-3ES?qs=sGAEpiMZZMvwyOPDUMfDH6a4LoqUXtFYkvE7zF7pCvI%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF7281-4PG-3ES&utm_content=Conxall-%2F-Switchcraft,"IP66, IP68",Connectors,Pin (Male),Solder,419
3322,649-UTGX012E10S,UTGX012E10S,Souriau,https://www.mouser.com/datasheet/2/379/utgx0001ac-2953391.pdf,6  In Stock,$24.60,RoHS Compliant,,https://www.mouser.com/ProductDetail/Souriau/UTGX012E10S?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6nBjIqVJBXC5prnchQ6IAbFw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=UTGX012E10S&utm_content=Souriau,"IP65, IP67, IP69K",Receptacles,Socket (Female),Solder,515
3328,523-CAPLOCK15WR,CAPLOCK15WR,Amphenol Socapex,https://www.mouser.com/datasheet/2/18/1/Amphenol_5_4_2022_CAP_LOCK_xx_WR____191_PLC_1071_0-2942408.pdf,13  In Stock,$55.93,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Socapex/CAPLOCK15WR?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6XbsPOgENXv9YlynVJUKwCQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=CAPLOCK15WR&utm_content=Amphenol-Socapex,,Protective Caps,,,347
3330,523-MRDBG02L13000,MRDBG02L13000,Amphenol Commercial Products,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_harsh_mrd.pdf,66  In Stock,$11.44,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Commercial-Products/MRDBG02L13000?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6YLSancsA9pVu7pnXKAWzfA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=MRDBG02L13000&utm_content=Amphenol-Commercial-Products,IP67,Connectors,,Solder,584
3331,523-MRDBF04L13000,MRDBF04L13000,Amphenol Commercial Products,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_harsh_mrd.pdf,36  In Stock,$13.85,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Commercial-Products/MRDBF04L13000?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6robuTDERl2IsLgwcI7IphA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=MRDBF04L13000&utm_content=Amphenol-Commercial-Products,IP67,Connectors,,Solder,584
3348,523-MRDBF03L13000,MRDBF03L13000,Amphenol Commercial Products,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_harsh_mrd.pdf,88  In Stock,$13.22,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Commercial-Products/MRDBF03L13000?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6vIDPL3dnZYqNTITSnGzwoA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=MRDBF03L13000&utm_content=Amphenol-Commercial-Products,IP67,Connectors,,Solder,584
3350,654-AHDP021820SNWTA,AHDP02-18-20SN-WTA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP02-18-20SN-WTA.pdf,50  In Stock,$13.93,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP02-18-20SN-WTA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6wdGwxQMVx%252B%2F%2FHliHPWjiUA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP02-18-20SN-WTA&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Socket (Female),Crimp,343
3351,654-AHDP2247PNBRACL2,AHDP02-24-07PN-BRACL22,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP02-24-07PN-BRACL22.pdf,98  In Stock,$17.78,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP02-24-07PN-BRACL22?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS68wBTX29%252BpUf6MMWAxIvDTA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP02-24-07PN-BRACL22&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Pin (Male),Crimp,344
3352,654-AHDP022419SNWTA,AHDP02-24-19SN-WTA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP02-24-19SN-WTA.pdf,50  In Stock,$14.70,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP02-24-19SN-WTA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6klWVV4npdjPQVCPkvMKALw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP02-24-19SN-WTA&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Socket (Female),Crimp,345
3353,654-AHDP061814SRCL20,AHDP06-18-14SR-CL20,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP06-18-14SR-CL20.pdf,100  In Stock,$19.35,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP06-18-14SR-CL20?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6Zx3v8BZZufpQ8I7zf7vqNg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP06-18-14SR-CL20&utm_content=Amphenol-SINE-Systems,IP69X,Plugs,Socket (Female),Crimp,346
3354,523-CAPLOCK9WR,CAPLOCK9WR,Amphenol Socapex,https://www.mouser.com/datasheet/2/18/1/Amphenol_5_4_2022_CAP_LOCK_xx_WR____191_PLC_1071_0-2942408.pdf,5  In Stock,$42.50,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Socapex/CAPLOCK9WR?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6ABt0CpHL8jNbpt%2F0gkKV9Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=CAPLOCK9WR&utm_content=Amphenol-Socapex,,Protective Caps,,,347
3355,654-S500DZ1098PN,S500DZ-10-98PN,Amphenol Aerospace,https://www.mouser.com/datasheet/2/18/1/Amphenol_121621_Series_5_Catalog_2021-2888626.pdf,10  In Stock,$145.20,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Aerospace/S500DZ-10-98PN?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6LDsyMGXkJCC2psvZAWmhmA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=S500DZ-10-98PN&utm_content=Amphenol-Aerospace,,Receptacles,Pin (Male),,52
3356,654-RTS1BS10N6SHEC03,RTS1BS10N6SHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS10N6SHEC03.pdf,99  In Stock,$13.53,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS10N6SHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6yLqR7DjSRCBW%252B%2FXW%2F%2Fy1Mg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS10N6SHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,348
3357,654-RTS1BS18N23PHEC3,RTS1BS18N23PHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS18N23PHEC03.pdf,49  In Stock,$17.11,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS18N23PHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS69M9hF1CncLRU8R7aqfMGVg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS18N23PHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,349
3358,523-ASU-08BFFMQL8F01,ASU-08BFFM-QL8F01,Amphenol LTW,https://www.mouser.com/datasheet/2/18/1/Amphenol_ASU_XXBFFM_QL8BXX_A-2940773.pdf,30  In Stock,$23.13,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-LTW/ASU-08BFFM-QL8F01?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6HTjVBpstaJ%252BO%252BdpBdLg%2FlQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=ASU-08BFFM-QL8F01&utm_content=Amphenol-LTW,IP68,Connectors,Socket (Female),Solder,350
3359,654-RTS1BS18N8PHEC03,RTS1BS18N8PHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS18N8PHEC03.pdf,99  In Stock,$16.06,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS18N8PHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS68rV7CJA0HpgPf2FNaVvZQg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS18N8PHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,351
3360,654-MS14M23G10,MS14M23G10,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/MS14M23G10.pdf,487  In Stock,$1.94,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/MS14M23G10?qs=sGAEpiMZZMvwyOPDUMfDH3QFH%2F4Fm5s%252BKnixHx2qI6%252BwXN4DMYxolQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=MS14M23G10&utm_content=Amphenol-SINE-Systems,,Contacts,Socket (Female),Crimp,352
3361,617-21038612825,21038612825,HARTING,https://www.mouser.com/datasheet/2/179/PDF_DS_21038612825_EN-2887764.pdf,14  In Stock,$44.30,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/HARTING/21038612825?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6aolYoRbQXWp1hwTRiun8eA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=21038612825&utm_content=HARTING,IP67,Connectors,Without Socket Contacts,Crimp,353
3362,654-RT00147SNH,RT00147SNH,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT00147SNH.pdf,131  In Stock,$13.44,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT00147SNH?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6eJSqDfvTXSsDSwB10EOTWA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT00147SNH&utm_content=Amphenol-SINE-Systems,IP67,Receptacles,Socket (Female),Cable,354
3363,654-RTS1BS16N26SHEC3,RTS1BS16N26SHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS16N26SHEC03.pdf,49  In Stock,$19.69,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS16N26SHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6tWbtR38mJn%252BzFthU0uzJjg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS16N26SHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,355
3364,523-C09131G1072005U,C091 31G107 200 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131G1072005U.pdf,50  In Stock,$9.01,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31G107-200-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6BYq7Y9U6xUOFkNybN2yDcw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031G107%20200%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Socket (Female),Crimp,356
3365,523-C09131H0042025U,C091 31H004 202 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131H0042025U.pdf,41  In Stock,$15.91,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31H004-202-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6yacAjwxEQK31O2BB5jBWvw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031H004%20202%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Pin (Male),Solder,357
3366,798-BH12WP-4SC,BH12WP-4SC,Hirose Connector,https://www.mouser.com/datasheet/2/185/BH12WP_4SC_CL0140_0010_0_00_2DDrawing_0001365156-2952401.pdf,94  In Stock,$5.34,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Hirose-Connector/BH12WP-4SC?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6BJ8EZxuJlj9VbBQWjUFFgA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=BH12WP-4SC&utm_content=Hirose-Connector,IPX7,Connectors,Without Socket Contacts,Crimp,358
3367,523-C09131G0062005U,C091 31G006 200 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131G0062005U.pdf,100  In Stock,$8.83,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31G006-200-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6rFHpu6CZYGlJG3IFiMza9w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031G006%20200%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Socket (Female),Crimp,359
3368,523-C09131G0122095U,C091 31G012 209 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131G0122095U.pdf,47  In Stock,$14.54,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31G012-209-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6aCtyOkfy%2FKsAG5jeJBgiZg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031G012%20209%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Socket (Female),Crimp,360
3369,523-C09131H0061025U,C091 31H006 102 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131H0061025U.pdf,100  In Stock,$15.91,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31H006-102-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6zBkTmFF7h%2FokeNtPJuaD%252Bg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031H006%20102%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Pin (Male),Solder,361
3370,654-RTS1BS10N2SHEC03,RTS1BS10N2SHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS10N2SHEC03.pdf,99  In Stock,$12.59,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS10N2SHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6TZcSekR1WVN9L0OJDiY4zQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS10N2SHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,362
3371,523-C09131G0062095U,C091 31G006 209 5 U,Amphenol Tuchel,https://www.amphenol-sine.com/pdf/datasheet/C09131G0062095U.pdf,99  In Stock,$8.83,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Tuchel/C091-31G006-209-5-U?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6ieZtCIpOb%2FQanEl%2Fk51tqg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=C091%2031G006%20209%205%20U&utm_content=Amphenol-Tuchel,IP68,Connectors,Socket (Female),Crimp,363
3372,235-VG95234M2822S1N,VG95234M-28-22S1N,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_J_Plating_05_2021__1_-2999839.pdf,9  In Stock,$229.89,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG95234M-28-22S1N?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6mecyVWFRhkuU5c%252BoynelIg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG95234M-28-22S1N&utm_content=Amphenol-Air-LB-Germany,,Plugs,Socket (Female),Crimp,68
3373,654-RTS1BS14N2PHEC03,RTS1BS14N2PHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS14N2PHEC03.pdf,99  In Stock,$13.55,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS14N2PHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6deEjodedKyiIdVZXyJR6Ug%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS14N2PHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,364
